35,DUO_SUPPORT,TOP,6,7,4,Win,306728760,2/8/12
81,DUO_SUPPORT,NONE,3,8,4,Win,306614538,7/7/6
23,DUO_SUPPORT,NONE,1,3,4,Win,307603071,15/17/10
20,DUO,NONE,6,2,4,Fail,307638221,7/8/6
50,DUO_SUPPORT,NONE,3,9,4,Fail,306603662,7/15/5
238,DUO,MID,3,4,4,Win,307630572,5/14/7
59,DUO_SUPPORT,NONE,14,6,4,Fail,306765421,5/8/2
20,DUO_SUPPORT,NONE,6,1,4,Fail,307650014,7/12/2
20,DUO,TOP,6,0,4,Win,307661065,12/10/19
75,DUO_SUPPORT,NONE,14,5,4,Fail,306766945,5/9/6
